file_id,pseudo_speaker,cluster_size,corpus_guess
clip_05802,spk_018,1197,TESS
clip_05803,spk_018,1197,TESS
clip_05805,spk_025,1495,TESS
clip_05806,spk_001,218,CREMA-D
clip_05807,spk_094,457,CREMA-D
clip_05810,spk_014,23,RAVDESS
clip_05811,spk_026,1537,TESS
clip_05812,spk_025,1495,TESS
clip_05813,spk_025,1495,TESS
clip_05814,spk_043,256,CREMA-D
clip_05815,spk_025,1495,TESS
clip_05816,spk_060,214,CREMA-D
clip_05820,spk_002,173,CREMA-D
clip_05821,spk_037,14,RAVDESS
clip_05822,spk_026,1537,TESS
clip_05823,spk_026,1537,TESS
clip_05826,spk_029,272,CREMA-D
clip_05827,spk_026,1537,TESS
clip_05829,spk_025,1495,TESS
clip_05830,spk_027,96,CREMA-D
clip_05831,spk_029,272,CREMA-D
clip_05832,spk_026,1537,TESS
clip_05833,spk_026,1537,TESS
clip_05834,spk_021,264,CREMA-D
clip_05835,spk_018,1197,TESS
clip_05838,spk_094,457,CREMA-D
clip_05839,spk_018,1197,TESS
clip_05841,spk_025,1495,TESS
clip_05842,spk_009,53,RAVDESS
clip_05843,spk_018,1197,TESS
clip_05844,spk_055,125,CREMA-D
clip_05845,spk_029,272,CREMA-D
clip_05846,spk_025,1495,TESS
clip_05847,spk_025,1495,TESS
clip_05848,spk_025,1495,TESS
clip_05849,spk_028,472,CREMA-D
clip_05850,spk_018,1197,TESS
clip_05851,spk_026,1537,TESS
clip_05852,spk_002,173,CREMA-D
clip_05853,spk_021,264,CREMA-D
clip_05854,spk_094,457,CREMA-D
clip_05855,spk_018,1197,TESS
clip_05856,spk_038,198,CREMA-D
clip_05857,spk_025,1495,TESS
clip_05859,spk_018,1197,TESS
clip_05860,spk_021,264,CREMA-D
clip_05861,spk_026,1537,TESS
clip_05863,spk_018,1197,TESS
clip_05864,spk_015,388,CREMA-D
clip_05865,spk_094,457,CREMA-D
clip_05866,spk_026,1537,TESS
clip_05867,spk_025,1495,TESS
clip_05868,spk_029,272,CREMA-D
clip_05869,spk_094,457,CREMA-D
clip_05870,spk_073,2,RAVDESS
clip_05871,spk_025,1495,TESS
clip_05872,spk_018,1197,TESS
clip_05874,spk_077,1,RAVDESS
clip_05876,spk_026,1537,TESS
clip_05877,spk_025,1495,TESS
clip_05879,spk_021,264,CREMA-D
clip_05880,spk_029,272,CREMA-D
clip_05881,spk_028,472,CREMA-D
clip_05882,spk_060,214,CREMA-D
clip_05884,spk_026,1537,TESS
clip_05885,spk_015,388,CREMA-D
clip_05886,spk_026,1537,TESS
clip_05887,spk_026,1537,TESS
clip_05888,spk_025,1495,TESS
clip_05890,spk_018,1197,TESS
clip_05892,spk_012,106,CREMA-D
clip_05893,spk_026,1537,TESS
clip_05894,spk_015,388,CREMA-D
clip_05895,spk_018,1197,TESS
clip_05896,spk_010,176,CREMA-D
clip_05898,spk_029,272,CREMA-D
clip_05899,spk_015,388,CREMA-D
clip_05900,spk_025,1495,TESS
clip_05902,spk_026,1537,TESS
clip_05905,spk_083,2,RAVDESS
clip_05906,spk_018,1197,TESS
clip_05907,spk_028,472,CREMA-D
clip_05908,spk_026,1537,TESS
clip_05909,spk_006,58,RAVDESS
clip_05910,spk_014,23,RAVDESS
clip_05911,spk_009,53,RAVDESS
clip_05912,spk_025,1495,TESS
clip_05913,spk_025,1495,TESS
clip_05914,spk_018,1197,TESS
clip_05915,spk_043,256,CREMA-D
clip_05916,spk_055,125,CREMA-D
clip_05917,spk_026,1537,TESS
clip_05919,spk_027,96,CREMA-D
clip_05920,spk_026,1537,TESS
clip_05921,spk_026,1537,TESS
clip_05922,spk_025,1495,TESS
clip_05923,spk_094,457,CREMA-D
clip_05925,spk_025,1495,TESS
clip_05926,spk_001,218,CREMA-D
clip_05928,spk_025,1495,TESS
clip_05929,spk_025,1495,TESS
clip_05930,spk_065,6,RAVDESS
clip_05931,spk_002,173,CREMA-D
clip_05932,spk_094,457,CREMA-D
clip_05933,spk_025,1495,TESS
clip_05934,spk_025,1495,TESS
clip_05935,spk_028,472,CREMA-D
clip_05937,spk_018,1197,TESS
clip_05938,spk_067,19,RAVDESS
clip_05939,spk_026,1537,TESS
clip_05940,spk_025,1495,TESS
clip_05941,spk_088,186,CREMA-D
clip_05942,spk_078,101,CREMA-D
clip_05943,spk_088,186,CREMA-D
clip_05944,spk_034,28,RAVDESS
clip_05945,spk_026,1537,TESS
clip_05946,spk_025,1495,TESS
clip_05949,spk_026,1537,TESS
clip_05950,spk_018,1197,TESS
clip_05951,spk_026,1537,TESS
clip_05952,spk_025,1495,TESS
clip_05953,spk_015,388,CREMA-D
clip_05954,spk_029,272,CREMA-D
clip_05956,spk_026,1537,TESS
clip_05958,spk_018,1197,TESS
clip_05961,spk_038,198,CREMA-D
clip_05962,spk_015,388,CREMA-D
clip_05963,spk_018,1197,TESS
clip_05964,spk_025,1495,TESS
clip_05965,spk_094,457,CREMA-D
clip_05967,spk_026,1537,TESS
clip_05969,spk_021,264,CREMA-D
clip_05970,spk_026,1537,TESS
clip_05971,spk_029,272,CREMA-D
clip_05973,spk_029,272,CREMA-D
clip_05974,spk_015,388,CREMA-D
clip_05975,spk_018,1197,TESS
clip_05976,spk_026,1537,TESS
clip_05977,spk_025,1495,TESS
clip_05980,spk_015,388,CREMA-D
clip_05981,spk_055,125,CREMA-D
clip_05982,spk_018,1197,TESS
clip_05983,spk_026,1537,TESS
clip_05984,spk_026,1537,TESS
clip_05985,spk_060,214,CREMA-D
clip_05987,spk_039,34,RAVDESS
clip_05988,spk_007,79,CREMA-D
clip_05989,spk_038,198,CREMA-D
clip_05990,spk_018,1197,TESS
clip_05991,spk_026,1537,TESS
clip_05995,spk_080,38,RAVDESS
clip_05996,spk_088,186,CREMA-D
clip_05997,spk_025,1495,TESS
clip_05998,spk_011,96,CREMA-D
clip_06001,spk_025,1495,TESS
clip_06002,spk_001,218,CREMA-D
clip_06004,spk_001,218,CREMA-D
clip_06005,spk_028,472,CREMA-D
clip_06006,spk_021,264,CREMA-D
clip_06008,spk_026,1537,TESS
clip_06009,spk_025,1495,TESS
clip_06010,spk_009,53,RAVDESS
clip_06011,spk_001,218,CREMA-D
clip_06012,spk_088,186,CREMA-D
clip_06013,spk_018,1197,TESS
clip_06014,spk_025,1495,TESS
clip_06017,spk_025,1495,TESS
clip_06018,spk_026,1537,TESS
clip_06020,spk_094,457,CREMA-D
clip_06021,spk_094,457,CREMA-D
clip_06022,spk_038,198,CREMA-D
clip_06023,spk_018,1197,TESS
clip_06024,spk_082,2,RAVDESS
clip_06025,spk_021,264,CREMA-D
clip_06026,spk_011,96,CREMA-D
clip_06028,spk_012,106,CREMA-D
clip_06029,spk_025,1495,TESS
clip_06030,spk_018,1197,TESS
clip_06031,spk_026,1537,TESS
clip_06032,spk_012,106,CREMA-D
clip_06034,spk_021,264,CREMA-D
clip_06035,spk_025,1495,TESS
clip_06036,spk_018,1197,TESS
clip_06037,spk_029,272,CREMA-D
clip_06038,spk_018,1197,TESS
clip_06039,spk_029,272,CREMA-D
clip_06040,spk_026,1537,TESS
clip_06041,spk_026,1537,TESS
clip_06042,spk_008,17,RAVDESS
clip_06043,spk_094,457,CREMA-D
clip_06044,spk_018,1197,TESS
clip_06045,spk_026,1537,TESS
clip_06047,spk_001,218,CREMA-D
clip_06049,spk_043,256,CREMA-D
clip_06050,spk_026,1537,TESS
clip_06051,spk_025,1495,TESS
clip_06052,spk_018,1197,TESS
clip_06053,spk_043,256,CREMA-D
clip_06054,spk_025,1495,TESS
clip_06055,spk_038,198,CREMA-D
clip_06056,spk_001,218,CREMA-D
clip_06058,spk_078,101,CREMA-D
clip_06059,spk_025,1495,TESS
clip_06060,spk_026,1537,TESS
clip_06061,spk_025,1495,TESS
clip_06062,spk_025,1495,TESS
clip_06063,spk_015,388,CREMA-D
clip_06064,spk_027,96,CREMA-D
clip_06066,spk_029,272,CREMA-D
clip_06067,spk_026,1537,TESS
clip_06068,spk_024,27,RAVDESS
clip_06069,spk_025,1495,TESS
clip_06070,spk_018,1197,TESS
clip_06071,spk_088,186,CREMA-D
clip_06072,spk_015,388,CREMA-D
clip_06073,spk_041,37,RAVDESS
clip_06074,spk_038,198,CREMA-D
clip_06075,spk_094,457,CREMA-D
clip_06076,spk_029,272,CREMA-D
clip_06077,spk_028,472,CREMA-D
clip_06079,spk_018,1197,TESS
clip_06080,spk_026,1537,TESS
clip_06081,spk_000,6,RAVDESS
clip_06082,spk_021,264,CREMA-D
clip_06083,spk_002,173,CREMA-D
clip_06084,spk_019,11,RAVDESS
clip_06086,spk_043,256,CREMA-D
clip_06087,spk_026,1537,TESS
clip_06088,spk_029,272,CREMA-D
clip_06089,spk_026,1537,TESS
clip_06090,spk_002,173,CREMA-D
clip_06092,spk_025,1495,TESS
clip_06094,spk_050,11,RAVDESS
clip_06095,spk_028,472,CREMA-D
clip_06097,spk_028,472,CREMA-D
clip_06098,spk_012,106,CREMA-D
clip_06099,spk_026,1537,TESS
clip_06101,spk_043,256,CREMA-D
clip_06103,spk_043,256,CREMA-D
clip_06104,spk_055,125,CREMA-D
clip_06105,spk_021,264,CREMA-D
clip_06108,spk_041,37,RAVDESS
clip_06109,spk_026,1537,TESS
clip_06110,spk_015,388,CREMA-D
clip_06111,spk_025,1495,TESS
clip_06112,spk_055,125,CREMA-D
clip_06113,spk_026,1537,TESS
clip_06114,spk_033,32,RAVDESS
clip_06115,spk_068,29,RAVDESS
clip_06116,spk_021,264,CREMA-D
clip_06117,spk_028,472,CREMA-D
clip_06118,spk_094,457,CREMA-D
clip_06119,spk_026,1537,TESS
clip_06120,spk_040,19,RAVDESS
clip_06121,spk_018,1197,TESS
clip_06122,spk_026,1537,TESS
clip_06123,spk_018,1197,TESS
clip_06124,spk_025,1495,TESS
clip_06125,spk_018,1197,TESS
clip_06127,spk_078,101,CREMA-D
clip_06128,spk_018,1197,TESS
clip_06129,spk_015,388,CREMA-D
clip_06130,spk_018,1197,TESS
clip_06131,spk_025,1495,TESS
clip_06132,spk_026,1537,TESS
clip_06133,spk_025,1495,TESS
clip_06134,spk_039,34,RAVDESS
clip_06135,spk_026,1537,TESS
clip_06136,spk_010,176,CREMA-D
clip_06137,spk_026,1537,TESS
clip_06138,spk_026,1537,TESS
clip_06139,spk_094,457,CREMA-D
clip_06140,spk_025,1495,TESS
clip_06141,spk_020,71,CREMA-D
clip_06142,spk_025,1495,TESS
clip_06143,spk_025,1495,TESS
clip_06144,spk_025,1495,TESS
clip_06145,spk_026,1537,TESS
clip_06146,spk_060,214,CREMA-D
clip_06148,spk_002,173,CREMA-D
clip_06149,spk_011,96,CREMA-D
clip_06150,spk_025,1495,TESS
clip_06151,spk_025,1495,TESS
clip_06152,spk_010,176,CREMA-D
clip_06153,spk_025,1495,TESS
clip_06154,spk_026,1537,TESS
clip_06156,spk_025,1495,TESS
clip_06158,spk_012,106,CREMA-D
clip_06159,spk_029,272,CREMA-D
clip_06160,spk_015,388,CREMA-D
clip_06162,spk_025,1495,TESS
clip_06163,spk_025,1495,TESS
clip_06164,spk_038,198,CREMA-D
clip_06165,spk_015,388,CREMA-D
clip_06166,spk_026,1537,TESS
clip_06167,spk_026,1537,TESS
clip_06168,spk_028,472,CREMA-D
clip_06169,spk_028,472,CREMA-D
clip_06170,spk_017,19,RAVDESS
clip_06171,spk_025,1495,TESS
clip_06172,spk_001,218,CREMA-D
clip_06173,spk_024,27,RAVDESS
clip_06174,spk_026,1537,TESS
clip_06175,spk_018,1197,TESS
clip_06176,spk_038,198,CREMA-D
clip_06177,spk_025,1495,TESS
clip_06178,spk_094,457,CREMA-D
clip_06179,spk_060,214,CREMA-D
clip_06180,spk_026,1537,TESS
clip_06181,spk_026,1537,TESS
clip_06182,spk_012,106,CREMA-D
clip_06183,spk_018,1197,TESS
clip_06184,spk_025,1495,TESS
clip_06185,spk_029,272,CREMA-D
clip_06186,spk_026,1537,TESS
clip_06187,spk_006,58,RAVDESS
clip_06188,spk_026,1537,TESS
clip_06189,spk_025,1495,TESS
clip_06190,spk_031,9,RAVDESS
clip_06191,spk_025,1495,TESS
clip_06193,spk_021,264,CREMA-D
clip_06195,spk_018,1197,TESS
clip_06196,spk_018,1197,TESS
clip_06197,spk_018,1197,TESS
clip_06198,spk_018,1197,TESS
clip_06199,spk_043,256,CREMA-D
clip_06200,spk_025,1495,TESS
clip_06201,spk_018,1197,TESS
clip_06202,spk_025,1495,TESS
clip_06206,spk_025,1495,TESS
clip_06207,spk_010,176,CREMA-D
clip_06208,spk_094,457,CREMA-D
clip_06209,spk_015,388,CREMA-D
clip_06210,spk_038,198,CREMA-D
clip_06211,spk_088,186,CREMA-D
clip_06212,spk_020,71,CREMA-D
clip_06213,spk_068,29,RAVDESS
clip_06214,spk_026,1537,TESS
clip_06217,spk_026,1537,TESS
clip_06218,spk_094,457,CREMA-D
clip_06220,spk_018,1197,TESS
clip_06221,spk_043,256,CREMA-D
clip_06222,spk_026,1537,TESS
clip_06223,spk_039,34,RAVDESS
clip_06224,spk_026,1537,TESS
clip_06225,spk_018,1197,TESS
clip_06227,spk_025,1495,TESS
clip_06228,spk_018,1197,TESS
clip_06229,spk_028,472,CREMA-D
clip_06230,spk_001,218,CREMA-D
clip_06231,spk_026,1537,TESS
clip_06232,spk_025,1495,TESS
clip_06233,spk_002,173,CREMA-D
clip_06234,spk_026,1537,TESS
clip_06235,spk_025,1495,TESS
clip_06236,spk_026,1537,TESS
clip_06237,spk_018,1197,TESS
clip_06238,spk_026,1537,TESS
clip_06239,spk_026,1537,TESS
clip_06241,spk_028,472,CREMA-D
clip_06242,spk_025,1495,TESS
clip_06243,spk_026,1537,TESS
clip_06244,spk_094,457,CREMA-D
clip_06245,spk_025,1495,TESS
clip_06246,spk_094,457,CREMA-D
clip_06247,spk_025,1495,TESS
clip_06249,spk_078,101,CREMA-D
clip_06251,spk_067,19,RAVDESS
clip_06252,spk_068,29,RAVDESS
clip_06253,spk_025,1495,TESS
clip_06254,spk_015,388,CREMA-D
clip_06256,spk_008,17,RAVDESS
clip_06257,spk_017,19,RAVDESS
clip_06258,spk_078,101,CREMA-D
clip_06259,spk_078,101,CREMA-D
clip_06260,spk_025,1495,TESS
clip_06261,spk_021,264,CREMA-D
clip_06263,spk_026,1537,TESS
clip_06265,spk_015,388,CREMA-D
clip_06266,spk_015,388,CREMA-D
clip_06267,spk_026,1537,TESS
clip_06268,spk_026,1537,TESS
clip_06269,spk_025,1495,TESS
clip_06270,spk_025,1495,TESS
clip_06271,spk_020,71,CREMA-D
clip_06272,spk_018,1197,TESS
clip_06273,spk_026,1537,TESS
clip_06274,spk_043,256,CREMA-D
clip_06275,spk_004,29,RAVDESS
clip_06276,spk_018,1197,TESS
clip_06277,spk_038,198,CREMA-D
clip_06278,spk_029,272,CREMA-D
clip_06279,spk_018,1197,TESS
clip_06280,spk_004,29,RAVDESS
clip_06281,spk_039,34,RAVDESS
clip_06282,spk_026,1537,TESS
clip_06283,spk_060,214,CREMA-D
clip_06285,spk_029,272,CREMA-D
clip_06286,spk_034,28,RAVDESS
clip_06287,spk_010,176,CREMA-D
clip_06288,spk_022,48,RAVDESS
clip_06289,spk_080,38,RAVDESS
clip_06290,spk_018,1197,TESS
clip_06291,spk_021,264,CREMA-D
clip_06292,spk_045,60,RAVDESS
clip_06293,spk_060,214,CREMA-D
clip_06294,spk_025,1495,TESS
clip_06295,spk_015,388,CREMA-D
clip_06296,spk_026,1537,TESS
clip_06297,spk_028,472,CREMA-D
clip_06298,spk_088,186,CREMA-D
clip_06299,spk_025,1495,TESS
clip_06300,spk_028,472,CREMA-D
clip_06301,spk_021,264,CREMA-D
clip_06302,spk_025,1495,TESS
clip_06303,spk_016,13,RAVDESS
clip_06304,spk_026,1537,TESS
clip_06305,spk_032,13,RAVDESS
clip_06306,spk_026,1537,TESS
clip_06307,spk_018,1197,TESS
clip_06308,spk_006,58,RAVDESS
clip_06310,spk_018,1197,TESS
clip_06311,spk_018,1197,TESS
clip_06312,spk_025,1495,TESS
clip_06313,spk_002,173,CREMA-D
clip_06314,spk_025,1495,TESS
clip_06315,spk_026,1537,TESS
clip_06316,spk_012,106,CREMA-D
clip_06317,spk_011,96,CREMA-D
clip_06318,spk_094,457,CREMA-D
clip_06319,spk_028,472,CREMA-D
clip_06320,spk_026,1537,TESS
clip_06321,spk_026,1537,TESS
clip_06322,spk_026,1537,TESS
clip_06323,spk_026,1537,TESS
clip_06324,spk_059,6,RAVDESS
clip_06325,spk_039,34,RAVDESS
clip_06326,spk_018,1197,TESS
clip_06327,spk_018,1197,TESS
clip_06328,spk_019,11,RAVDESS
clip_06329,spk_026,1537,TESS
clip_06330,spk_025,1495,TESS
clip_06331,spk_018,1197,TESS
clip_06332,spk_088,186,CREMA-D
clip_06333,spk_010,176,CREMA-D
clip_06334,spk_026,1537,TESS
clip_06335,spk_078,101,CREMA-D
clip_06336,spk_060,214,CREMA-D
clip_06341,spk_010,176,CREMA-D
clip_06342,spk_026,1537,TESS
clip_06343,spk_015,388,CREMA-D
clip_06344,spk_038,198,CREMA-D
clip_06348,spk_029,272,CREMA-D
clip_06349,spk_029,272,CREMA-D
clip_06350,spk_027,96,CREMA-D
clip_06351,spk_018,1197,TESS
clip_06352,spk_025,1495,TESS
clip_06353,spk_043,256,CREMA-D
clip_06354,spk_011,96,CREMA-D
clip_06355,spk_025,1495,TESS
clip_06356,spk_076,10,RAVDESS
clip_06357,spk_002,173,CREMA-D
clip_06358,spk_026,1537,TESS
clip_06359,spk_029,272,CREMA-D
clip_06360,spk_015,388,CREMA-D
clip_06361,spk_025,1495,TESS
clip_06363,spk_010,176,CREMA-D
clip_06364,spk_025,1495,TESS
clip_06365,spk_026,1537,TESS
clip_06366,spk_078,101,CREMA-D
clip_06367,spk_064,2,RAVDESS
clip_06368,spk_094,457,CREMA-D
clip_06369,spk_018,1197,TESS
clip_06370,spk_025,1495,TESS
clip_06371,spk_067,19,RAVDESS
clip_06372,spk_021,264,CREMA-D
clip_06374,spk_025,1495,TESS
clip_06375,spk_026,1537,TESS
clip_06376,spk_038,198,CREMA-D
clip_06377,spk_025,1495,TESS
clip_06378,spk_025,1495,TESS
clip_06380,spk_094,457,CREMA-D
clip_06381,spk_043,256,CREMA-D
clip_06382,spk_061,6,RAVDESS
clip_06383,spk_018,1197,TESS
clip_06384,spk_025,1495,TESS
clip_06385,spk_018,1197,TESS
clip_06386,spk_026,1537,TESS
clip_06387,spk_010,176,CREMA-D
clip_06388,spk_045,60,RAVDESS
clip_06389,spk_001,218,CREMA-D
clip_06390,spk_015,388,CREMA-D
clip_06392,spk_017,19,RAVDESS
clip_06393,spk_030,6,RAVDESS
clip_06395,spk_026,1537,TESS
clip_06396,spk_026,1537,TESS
clip_06397,spk_021,264,CREMA-D
clip_06398,spk_025,1495,TESS
clip_06399,spk_038,198,CREMA-D
clip_06400,spk_026,1537,TESS
clip_06401,spk_015,388,CREMA-D
clip_06402,spk_018,1197,TESS
clip_06404,spk_025,1495,TESS
clip_06405,spk_015,388,CREMA-D
clip_06406,spk_025,1495,TESS
clip_06407,spk_025,1495,TESS
clip_06408,spk_018,1197,TESS
clip_06409,spk_018,1197,TESS
clip_06410,spk_026,1537,TESS
clip_06411,spk_038,198,CREMA-D
clip_06412,spk_026,1537,TESS
clip_06413,spk_094,457,CREMA-D
clip_06414,spk_025,1495,TESS
clip_06415,spk_029,272,CREMA-D
clip_06416,spk_018,1197,TESS
clip_06417,spk_026,1537,TESS
clip_06418,spk_026,1537,TESS
clip_06419,spk_026,1537,TESS
clip_06420,spk_025,1495,TESS
clip_06421,spk_025,1495,TESS
clip_06422,spk_018,1197,TESS
clip_06423,spk_026,1537,TESS
clip_06424,spk_002,173,CREMA-D
clip_06425,spk_026,1537,TESS
clip_06426,spk_009,53,RAVDESS
clip_06427,spk_021,264,CREMA-D
clip_06429,spk_025,1495,TESS
clip_06430,spk_001,218,CREMA-D
clip_06431,spk_055,125,CREMA-D
clip_06432,spk_021,264,CREMA-D
clip_06433,spk_012,106,CREMA-D
clip_06434,spk_025,1495,TESS
clip_06435,spk_018,1197,TESS
clip_06436,spk_025,1495,TESS
clip_06437,spk_045,60,RAVDESS
clip_06438,spk_028,472,CREMA-D
clip_06440,spk_021,264,CREMA-D
clip_06441,spk_060,214,CREMA-D
clip_06442,spk_025,1495,TESS
clip_06443,spk_026,1537,TESS
clip_06445,spk_038,198,CREMA-D
clip_06446,spk_094,457,CREMA-D
clip_06448,spk_028,472,CREMA-D
clip_06449,spk_025,1495,TESS
clip_06450,spk_050,11,RAVDESS
clip_06452,spk_018,1197,TESS
clip_06454,spk_018,1197,TESS
clip_06455,spk_002,173,CREMA-D
clip_06456,spk_009,53,RAVDESS
clip_06457,spk_028,472,CREMA-D
clip_06458,spk_018,1197,TESS
clip_06460,spk_029,272,CREMA-D
clip_06461,spk_043,256,CREMA-D
clip_06463,spk_028,472,CREMA-D
clip_06464,spk_038,198,CREMA-D
clip_06465,spk_018,1197,TESS
clip_06466,spk_067,19,RAVDESS
clip_06467,spk_021,264,CREMA-D
clip_06468,spk_026,1537,TESS
clip_06469,spk_025,1495,TESS
clip_06470,spk_025,1495,TESS
clip_06471,spk_043,256,CREMA-D
clip_06472,spk_094,457,CREMA-D
clip_06473,spk_026,1537,TESS
clip_06474,spk_001,218,CREMA-D
clip_06475,spk_028,472,CREMA-D
clip_06477,spk_020,71,CREMA-D
clip_06478,spk_025,1495,TESS
clip_06479,spk_015,388,CREMA-D
clip_06480,spk_025,1495,TESS
clip_06481,spk_026,1537,TESS
clip_06482,spk_018,1197,TESS
clip_06483,spk_025,1495,TESS
clip_06484,spk_025,1495,TESS
clip_06485,spk_026,1537,TESS
clip_06487,spk_043,256,CREMA-D
clip_06488,spk_026,1537,TESS
clip_06490,spk_027,96,CREMA-D
clip_06491,spk_018,1197,TESS
clip_06492,spk_025,1495,TESS
clip_06493,spk_025,1495,TESS
clip_06494,spk_026,1537,TESS
clip_06495,spk_025,1495,TESS
clip_06496,spk_018,1197,TESS
clip_06497,spk_034,28,RAVDESS
clip_06498,spk_028,472,CREMA-D
clip_06499,spk_027,96,CREMA-D
clip_06500,spk_068,29,RAVDESS
clip_06502,spk_026,1537,TESS
clip_06503,spk_025,1495,TESS
clip_06504,spk_028,472,CREMA-D
clip_06505,spk_002,173,CREMA-D
clip_06506,spk_025,1495,TESS
clip_06507,spk_088,186,CREMA-D
clip_06508,spk_015,388,CREMA-D
clip_06509,spk_043,256,CREMA-D
clip_06510,spk_009,53,RAVDESS
clip_06511,spk_026,1537,TESS
clip_06513,spk_011,96,CREMA-D
clip_06514,spk_026,1537,TESS
clip_06515,spk_015,388,CREMA-D
clip_06518,spk_002,173,CREMA-D
clip_06519,spk_002,173,CREMA-D
clip_06520,spk_065,6,RAVDESS
clip_06521,spk_028,472,CREMA-D
clip_06524,spk_037,14,RAVDESS
clip_06525,spk_018,1197,TESS
clip_06526,spk_028,472,CREMA-D
clip_06527,spk_011,96,CREMA-D
clip_06528,spk_015,388,CREMA-D
clip_06529,spk_026,1537,TESS
clip_06530,spk_029,272,CREMA-D
clip_06531,spk_025,1495,TESS
clip_06532,spk_028,472,CREMA-D
clip_06533,spk_026,1537,TESS
clip_06534,spk_025,1495,TESS
clip_06535,spk_018,1197,TESS
clip_06536,spk_094,457,CREMA-D
clip_06537,spk_001,218,CREMA-D
clip_06539,spk_033,32,RAVDESS
clip_06540,spk_026,1537,TESS
clip_06541,spk_015,388,CREMA-D
clip_06543,spk_002,173,CREMA-D
clip_06544,spk_028,472,CREMA-D
clip_06546,spk_018,1197,TESS
clip_06547,spk_029,272,CREMA-D
clip_06548,spk_025,1495,TESS
clip_06549,spk_020,71,CREMA-D
clip_06550,spk_085,49,RAVDESS
clip_06552,spk_021,264,CREMA-D
clip_06553,spk_026,1537,TESS
clip_06554,spk_018,1197,TESS
clip_06555,spk_043,256,CREMA-D
clip_06557,spk_025,1495,TESS
clip_06558,spk_088,186,CREMA-D
clip_06559,spk_021,264,CREMA-D
clip_06561,spk_088,186,CREMA-D
clip_06562,spk_002,173,CREMA-D
clip_06563,spk_021,264,CREMA-D
clip_06564,spk_094,457,CREMA-D
clip_06565,spk_018,1197,TESS
clip_06566,spk_025,1495,TESS
clip_06567,spk_028,472,CREMA-D
clip_06568,spk_002,173,CREMA-D
clip_06570,spk_018,1197,TESS
clip_06571,spk_018,1197,TESS
clip_06572,spk_026,1537,TESS
clip_06573,spk_038,198,CREMA-D
clip_06574,spk_004,29,RAVDESS
clip_06575,spk_021,264,CREMA-D
clip_06576,spk_018,1197,TESS
clip_06577,spk_029,272,CREMA-D
clip_06579,spk_094,457,CREMA-D
clip_06580,spk_025,1495,TESS
clip_06581,spk_018,1197,TESS
clip_06582,spk_060,214,CREMA-D
clip_06585,spk_020,71,CREMA-D
clip_06586,spk_094,457,CREMA-D
clip_06587,spk_018,1197,TESS
clip_06588,spk_025,1495,TESS
clip_06590,spk_027,96,CREMA-D
clip_06591,spk_018,1197,TESS
clip_06592,spk_034,28,RAVDESS
clip_06593,spk_088,186,CREMA-D
clip_06594,spk_026,1537,TESS
clip_06595,spk_025,1495,TESS
clip_06596,spk_018,1197,TESS
clip_06597,spk_025,1495,TESS
clip_06598,spk_018,1197,TESS
clip_06599,spk_025,1495,TESS
clip_06600,spk_026,1537,TESS
clip_06601,spk_018,1197,TESS
clip_06603,spk_025,1495,TESS
clip_06604,spk_025,1495,TESS
clip_06605,spk_026,1537,TESS
clip_06607,spk_018,1197,TESS
clip_06608,spk_026,1537,TESS
clip_06609,spk_018,1197,TESS
clip_06610,spk_026,1537,TESS
clip_06611,spk_018,1197,TESS
clip_06613,spk_018,1197,TESS
clip_06614,spk_029,272,CREMA-D
clip_06615,spk_026,1537,TESS
clip_06616,spk_001,218,CREMA-D
clip_06617,spk_060,214,CREMA-D
clip_06618,spk_075,20,RAVDESS
clip_06619,spk_015,388,CREMA-D
clip_06620,spk_046,14,RAVDESS
clip_06621,spk_018,1197,TESS
clip_06623,spk_011,96,CREMA-D
clip_06624,spk_038,198,CREMA-D
clip_06626,spk_018,1197,TESS
clip_06628,spk_026,1537,TESS
clip_06629,spk_018,1197,TESS
clip_06631,spk_025,1495,TESS
clip_06633,spk_007,79,CREMA-D
clip_06634,spk_006,58,RAVDESS
clip_06635,spk_088,186,CREMA-D
clip_06637,spk_018,1197,TESS
clip_06638,spk_025,1495,TESS
clip_06639,spk_094,457,CREMA-D
clip_06640,spk_018,1197,TESS
clip_06641,spk_015,388,CREMA-D
clip_06642,spk_015,388,CREMA-D
clip_06643,spk_001,218,CREMA-D
clip_06644,spk_026,1537,TESS
clip_06645,spk_018,1197,TESS
clip_06646,spk_025,1495,TESS
clip_06649,spk_025,1495,TESS
clip_06650,spk_060,214,CREMA-D
clip_06651,spk_015,388,CREMA-D
clip_06652,spk_026,1537,TESS
clip_06653,spk_094,457,CREMA-D
clip_06654,spk_025,1495,TESS
clip_06656,spk_011,96,CREMA-D
clip_06657,spk_027,96,CREMA-D
clip_06658,spk_018,1197,TESS
clip_06661,spk_015,388,CREMA-D
clip_06662,spk_038,198,CREMA-D
clip_06663,spk_018,1197,TESS
clip_06664,spk_028,472,CREMA-D
clip_06665,spk_025,1495,TESS
clip_06666,spk_025,1495,TESS
clip_06667,spk_026,1537,TESS
clip_06668,spk_026,1537,TESS
clip_06669,spk_008,17,RAVDESS
clip_06670,spk_028,472,CREMA-D
clip_06671,spk_025,1495,TESS
clip_06673,spk_001,218,CREMA-D
clip_06674,spk_021,264,CREMA-D
clip_06675,spk_018,1197,TESS
clip_06676,spk_059,6,RAVDESS
clip_06677,spk_026,1537,TESS
clip_06678,spk_006,58,RAVDESS
