id,text,dialect
10622,مها حكتلها هيني جايه بس اوصل الكفيتريا اجيب,3
10623,حبات وحاجات وحزينه ياحنان انا خايفه لولو بنت الي بتحكي,2
10624,ماتحكي قدامها و تشكي لاي حد انها نكده,2
10625,ام اي يوم,0
10626,نسيت شو هيا بس اتزكر بقولكم,2
10627,ع قد منا اقرفت حالي منه,2
10628,نعرف طريقنا ويكفينا ع زا ان الصدر قد رسمها,1
10629,ازدادت دقات الباب و ازدادت دقات قلبي و بلش قلبي يهبط شوي شوي مع رجفه و شعور بالاختناق لولا كنت لابس بنطلون الجينز الجديد ولا كان شخيت ع حالي,3
10630,منرفض نحنا نموت هه عم منغني خاي,1
10631,يختي تعالي ع حالك وحاربيه ما تتنازلي,2
10632,كل شي بالدني حلو بس بضيق منها كلها,1
10633,والطالب اللي الو اخ كبير بالمدرسه دايما مراقبو,3
10634,سكرت الخط وفتحت على صوره بقيت اتفرج عليها وابكي ليش هيك عم يعمل فيني,0
10635,و انا خايفه تيجي اي بنت و تاخدو مني و خايفه يطلع زي باقي الشباب و يخوني مع غيري,3
10636,الجمل لو شاف حردبتو كان وقع وانكسرت رقبتو,0
10637,سلمت يداك صحيح طعام طيب كثير صحه وهنا,2
10638,شو بتقولي عفوا البنت امها ميته,2
10639,موتتني رعب عمالي طالعه ع بيتي انزل ولا ايش اعمل بحالي دوبني بقدر امشي هل الأيام,2
10640,فجأه طلع صوت حدا عم يقرأ قرآن كان يقرأ سوره الملك بصوت حلو كتير والو رهبه بذات الوقت,0
10641,مكنتش عارفه وقتها انو امي قرفت حالها مني و بدها تخلص,3
10642,يعني جيبلهم بقره لابسه فيزون و بدل ما تحكي امم تحكي ئييه عادي بتجوزوها,3
10643,شو بتحكي انتي مافهمت صرلك شي امي شو دخل فيكي امي لاترعبيني,0
10644,كل الاكل والشرب عالفاضي انا كنت اعاني كتير من الحموضه لحد ما اخدت حبوب للحموضه امن وارتحت عليه كتير,2
10645,يابا انا قبل فتره كنت ادخن الشيطان غواني و الزمن رماني و لكن بفضل تربايتك النبيله انا قدرت اترك الدخان و ارجع لصوابي بس الي ما بتعرفو يابا انو بنتك هاي عملت هيك هيك و خبت عنكم كل الموضوع و خلتني اكمل في طريق الضلال و كانت تبتزني و تخليني اشتريلها سجاير معي,3
10646,انا هيك قعدت افكر,3
10647,والله انا ما قلت هيك بس الي فيه شوكه بتنغزو استهدي بالرحمن,0
10648,وهل لعبه التمديد لمجلسكم تستدعي الاعتداء على الأبرياء,1
10649,فعلا بس نسمع وحدها اتقدم الها عريس شو دارس شو بشتغل,3
10650,حامله كتبي و عيوني لسا بنفختهم الكفاحيه و نظرتي بتطلع لمستقبل مشرق و جهد و اجتهاد و مثابره بالمحاضرات,3
10651,عبر اهلي لم يعترفوا بي,1
10652,هل ايام غنيه تطربني,1
10653,وحدا الانتخابات بتنضف رح تنضف المجلس من كل الفساد بقوه الله ومشال فمن الأفضل بغير هالشي,1
10654,لا سيدي انتا دخلت فجرتني مش صحيتني,3
10655,قد بقلك يعني مش اكيد,2
10656,بالصدفه لما ابدا اشوف تعليقات انتي بطتلعيلي هه بالسلامه حبيبتي,2
10657,رحت جبت سكينه و ناديتهم وحده وحده عالمطبخ و خلصت عليهم لحد ما صفيت بالبيت مع اربع جث,3
10658,ليكهم عندي بالمطار بابا تعو ودعو امكن,0
10659,ام زهديه بتحكيلها يلا ي بنت عيب ما ضل غيرنا غربا,3
10660,وانا رافعه اجري و واقعه عظهري زي الصرصور المقتول بشبشب,3
10661,الشب مو انا الي بدي الي بدها وين رايح يا عمري,0
10662,بس انا كمان حزفتهن من زمان شو بدو يخليهن عندي لهلأ,0
10663,كلام من القلب عالقلب بس ل سمعته كان غير كليا,1
10664,هه نفس ما بسير معي والله وبسير اقول لزوجي نفسي اعيد الموقف عشان اقول هيك هيك بفقع هه بس الو حل سيري اقرأي كتب تنميه بشريه وفنون الكلام وروايات والله بتسيري تردي ردود بوقتها,2
10665,طول م انتا عايش و بتتنفس خلي عندك امل انو في امل تنجح اكبر دليل انك بعدك عايش,3
10666,ماشي يا عمري يلا,0
10667,انا بكذب عليكي وانتي بتكذبي عليي هيدا سر نجاح علاقتنا,1
10668,اشربي ميه متيير اقل شي لتر واشربي شوبه وكلي خضار وفاكهه ابعظي غن الخبز والرز فتره عبال مايروح الامساك اذا بتاخدي حديد ممكن منوالسبب,2
10669,الهدف من ورا هالاعتصام هو توفير حق اركيليه بكافيه و تشجيع الدوله لترخيص المعسل غير هيك ما في اهداف,1
10670,تعتبر حماتها امها وتعاملها علي هاد الاساس,2
10671,الكل كان موقفو طبيعي الا,0
10672,بلشت هلق حلقه ما في متلو خليكم على ال كتير مهضومين,1
10673,نحنا منحط الأبر والخيطان بعلبه البيسكويت وانتو متلنا,1
10674,احسنتي نوفا كل واحد يطلع بعيوبه وبكفي,2
10675,هه حرامي كامشين حرامي,0
10676,هديت شوي وتركت الباب من ايدها ايوه قلتلي,0
10677,مش هون المشكله دايما بحلم فيه و بنقطع الحلم قبل ما اوصلو عادي تعودت,3
10678,تلت سنين و انا و جوزي نركض من دكتور لدكتور مشان يجينا ولد ما ضل شيخ و لا مخبر طبي ولا مستشفى ولا مشعوذ الا و رحنا عليهن مشان الولد حتى في عشبه براس الجبل لازم اشربها و انا واقفه على رجل وحده و مغمضه عين وحده كمان نقعتها و شربتها,0
10679,هلا انا عندي تكييس بالمبايض وتعالجت وصار حمل الحمدلله وبعدها ما حطيت مانع هلأ لازم اتعالج كمان مره عشان احمل ياريت الي عندها خبره تفيدني ضروري وشكرا الكو,2
10680,ام اسلام اللحام الجزار,0
10681,هكذا هم الزعماء الحقيقيون لا يفكرون في انفسهم بل في شعوبهم,2
10682,راح وصل عفاف عبيت المعلمه و كمل طريقو عالدكان مشان يشتريلي اغراض و يجي عالحديقه و عفاف لفت من ورا بيت المعلمه و برضو اجت من طريق تانيه عالحديقه و كان حبيبها واصل و قعدت هي وياه ورا شجره من الشجرات,3
10683,اعيد الساعه من كل خميس مر من بعد تاريخ,3
10684,و انا قاعده قدام المراي مره بصفن بحواجبي مره بسوالفي,3
10685,والطالب اللي اهلو معهم مصاري ابو مطره ومقلمه كبسات و سندويش مرتديلا وشنته جديده و اواعي مدرسه مكويه و ابوه يجي يوخدو عالترويحه,3
10686,اما انا بميل بكتافي لقدام و بفتح ذراعيني و بمشي باتجاهها و انا كل طاحونه بتخبط بالدان الي على ناحيتها من عرض الابتسامه و بصير امشي لعندها زي الدبيكه و احكي كلمات انا جد مش مسؤوله عنها زي يا صباح الورد و العسل و الكحله الزابطه و الفخده الراطه و الجاكيت الخمري يقبرني الحلق المدندل و الشعر المبهدل,3
10687,صار يركض بالشارع و يحاول يوقف على رجليه,0
10688,فتت و لحقتني ريحه الدم كانت لسه موجوده,0
10689,هو صح الدوره مره بتنزل اكتير ومره خفيفه,2
10690,حطي عينك ع شو ما بدك حتى لو ع ولد اصغر منك او حتى ع فرن غاز بس تلفي ع زلمه متزوج لأ خافي ربك و لا تخربي بيوت الناس و لا تخربي بيتك بإيدك,3
10691,خالي طيب انا بدي قلك يا خالو انو هلأ ابوكي تجوز وحده تانيه غير امك,0
10692,قلبي بدق بسرعه كل ما اجي اوقف الباص بحس بلهفه و فرحه ما حسيتهم من قبل,3
10693,خالتي بالسعوديه بالسعوديه مش بالمافيا الايطاليه شو رأيك يشتري محافظه او يشتري شارع بعبدون ويسميه ع اسم سيدو,3
10694,حطي كاميرا وريحي راسك,2
10695,يؤ هي مستاهله فن الرد اردحي يختي الهم قال قله رد بطل حدا ييجي بقله الرد صدقيني,2
